381,587,550,564,489,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,489,378,11111111
381,587,550,564,489,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,489,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,489,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
382,587,550,564,490,379,01111110
382,587,550,564,490,379,01111110
382,587,550,564,490,379,01111110
382,587,550,564,490,379,01111110
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
382,587,550,564,490,378,01111110
382,587,550,564,490,378,01111110
382,587,550,564,490,379,01111110
382,587,550,564,490,378,11111110
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
382,587,550,564,490,378,01111110
382,587,550,564,490,379,01111110
382,587,550,564,490,378,01111110
382,587,550,564,490,379,01111110
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
381,587,550,564,490,378,11111111
