144,74,283,774,216,213,11101111,1023,73,11111111
78,131,204,811,298,155,11111111,1023,1022,11111111
14,181,156,770,365,99,11110111,1023,924,11111111
0,266,114,771,458,40,11110111,1023,1022,11111111
0,354,83,774,581,0,11110111,1017,863,11111111
0,435,68,819,708,0,11110111,952,713,11111111
0,517,63,965,782,0,11101111,878,954,11111111
0,597,62,802,830,0,11101111,796,1022,11111111
0,676,62,719,921,0,11101111,724,1022,11111111
0,746,62,830,949,0,11101111,649,869,11111111
26,820,62,688,966,4,11101111,571,994,11111111
85,875,80,634,991,38,11110111,506,830,11111111
174,965,169,558,995,89,11110111,436,690,11111111
269,1023,364,538,995,146,11110111,361,570,11111111
357,1023,531,503,995,205,11110111,289,475,11111111
429,1023,627,284,976,278,11111111,210,449,11111111
507,1023,760,414,942,360,11101111,142,373,11111111
593,1011,861,151,900,445,11101111,88,313,11111111
676,971,922,94,856,532,11101111,32,265,11111111
749,921,972,332,796,617,11101111,0,223,11111111
835,847,1019,35,711,697,11101111,0,411,11111111
936,724,1023,0,406,769,11111111,0,778,11111111
1023,579,1023,313,272,849,11110111,0,715,11111111
1023,482,1023,362,139,902,11110111,0,588,11111111
1023,349,1023,402,89,940,11110111,0,492,11111111
1023,265,1023,433,65,976,11110111,0,408,11111111
1023,215,1023,460,40,1021,11101111,0,342,11111111
1023,162,987,513,13,1023,11101111,37,285,11111111
1023,121,950,547,0,1023,11101111,271,467,11111111
1023,84,905,609,0,1023,11101111,378,544,11111111
975,53,823,674,4,984,11111111,480,452,11111111
918,33,715,714,82,937,11110111,559,379,11111111
837,21,616,694,132,879,11110111,626,316,11111111
668,21,511,770,198,740,11110111,714,266,11111111
595,35,400,827,291,668,11111111,783,223,11111111
530,67,288,788,398,599,11101111,826,344,11111111
468,120,213,786,529,536,11101111,870,287,11111111
401,188,153,789,695,469,11101111,945,1022,11111111
335,278,106,809,796,398,11101111,995,1023,11111111
274,355,82,782,872,330,11101111,1023,943,11111111
213,439,67,723,909,269,11110111,1023,780,11111111
154,528,63,717,951,209,11110111,1023,650,11111111
85,603,62,654,980,155,11110111,1023,537,11111111
19,635,62,605,993,109,11111111,1023,444,11111111
0,678,62,502,996,67,11101111,1023,754,11111111
0,728,62,502,995,24,11101111,1023,698,11111111
0,774,62,435,971,0,11101111,965,575,11111111
0,845,63,168,915,0,11101111,886,482,11111111
0,935,124,88,829,0,11111111,796,401,11111111
0,1023,242,305,728,0,11110111,713,335,11111111
0,1023,483,18,526,0,11110111,620,810,11111111
44,1023,607,1,435,26,11110111,505,855,11111111
139,1023,665,283,320,95,11110111,424,704,11111111
224,1023,771,189,199,161,11111111,343,584,11111111
319,1022,862,358,125,254,11101111,272,486,11111111
392,993,899,411,81,362,11101111,201,405,11111111
449,966,947,453,41,451,11101111,92,834,11111111
528,922,984,508,22,533,11101111,28,754,11111111
599,915,992,540,0,630,11110111,0,740,11111111
651,889,1016,611,0,730,11110111,0,609,11111111
730,828,1023,681,35,800,11110111,0,506,11111111
826,782,1023,713,88,861,11110111,0,423,11111111
909,727,1023,789,154,927,11111111,0,351,11111111
986,624,1023,779,499,997,11101111,0,296,11111111
1023,514,1023,780,647,1023,11101111,0,246,11111111
1023,399,1023,823,756,1023,11101111,0,732,11111111
1023,284,1023,808,806,1023,11101111,0,633,11111111
1023,220,1023,783,874,1023,11101111,0,524,11111111
1023,158,993,717,930,1023,11111111,0,433,11111111
1023,102,934,717,952,1023,11110111,94,612,11111111
1023,63,863,685,972,1023,11110111,189,1021,11111111
985,37,777,638,988,996,11110111,285,856,11111111
932,25,679,565,996,947,11101111,376,707,11111111
850,21,565,527,996,887,11101111,462,585,11111111
767,35,411,505,996,818,11101111,560,487,11111111
496,65,312,434,971,604,11101111,644,407,11111111
414,117,225,425,931,535,11111111,739,339,11111111
332,179,162,357,885,462,11110111,823,531,11111111
255,274,115,78,807,384,11110111,911,522,11111111
180,363,83,36,704,303,11110111,991,438,11111111
116,439,69,32,606,227,11110111,1023,366,11111111
50,538,63,1,503,163,11101111,1023,306,11111111
0,628,63,290,377,104,11101111,1023,735,11111111
0,695,63,322,271,41,11101111,1023,882,11111111
0,767,63,342,164,0,11111111,1023,730,11111111
0,838,63,176,103,0,11110111,1023,605,11111111
0,900,100,426,71,0,11110111,1018,500,11111111
0,964,174,451,42,0,11110111,958,417,11111111
0,1023,340,504,31,0,11110111,886,347,11111111
0,1023,494,553,0,0,11101111,801,293,11111111
16,1023,591,610,0,0,11101111,719,758,11111111
85,1023,719,675,0,0,11101111,630,626,11111111
165,1023,795,696,144,33,11100111,529,703,11111111
234,1020,867,772,215,78,11100111,444,583,11111111
313,943,956,807,344,134,11110111,378,706,11111111
382,887,988,787,552,195,11110111,320,877,11111111
446,812,1023,1023,713,265,11111111,250,869,11111111
538,647,1023,803,826,350,11111111,150,987,11111111
604,545,1023,781,875,441,11111111,96,823,11111111
653,425,1023,720,928,503,11111111,27,682,11111111
715,293,1023,689,968,556,11111111,0,562,11111111
784,257,1023,639,988,630,11111111,0,466,11111111
825,196,1023,559,995,720,11111111,0,392,11111111
863,150,989,510,996,783,11111111,0,896,11111111
969,120,959,471,995,869,11111011,0,1023,11111111
1023,75,893,168,919,908,11111011,0,925,11111111
1023,44,790,364,874,947,11111011,0,1012,11111111
1023,27,673,77,818,986,11111111,0,843,11111111
1023,23,541,323,753,1023,11111111,6,699,11111111
1023,52,358,20,673,1023,11111111,60,578,11111111
1023,102,242,2,600,1023,11011111,324,480,11111111
1023,171,169,143,528,1023,11011111,414,400,11111111
1023,286,109,1,440,1023,11011111,500,336,11111111
1023,403,78,20,345,1023,11011111,584,282,11111111
981,484,65,338,242,1001,11111111,660,235,11111111
918,571,63,230,81,929,11111111,751,199,11111111
827,668,63,444,46,857,11111011,841,170,11111111
737,749,63,489,40,784,11111011,901,148,11111111
479,823,63,511,1,561,11011111,950,128,11111111
389,882,81,572,0,487,11011111,1006,108,11111111
304,945,132,610,0,411,11011111,1023,99,11111111
224,1023,242,675,0,332,11111111,1023,991,11111111
161,1023,440,721,73,257,11111111,1023,900,11111111
89,1023,573,788,151,188,11111111,1023,745,11111111
20,1023,670,821,269,131,11111111,1023,619,11111111
0,1023,756,795,373,72,11111111,1023,513,11111111
0,1023,830,795,471,18,11111111,983,428,11111111
0,999,890,798,575,0,11011111,934,767,11111111
0,970,945,825,735,0,11011111,864,998,11111111
0,917,985,822,845,0,11011111,782,960,11111111
0,825,1023,734,937,0,11111111,715,799,11111111
0,689,1023,689,962,0,11111011,637,661,11111111
0,559,1023,706,980,0,11111011,528,695,11111111
63,410,1023,582,994,3,11111011,448,870,11111111
153,276,1023,497,995,61,11111111,374,720,11111111
235,215,1023,434,973,134,11111111,301,595,11111111
323,170,1016,416,943,223,11111111,240,493,11111111
402,131,971,185,903,344,11011111,189,411,11111111
465,87,912,94,857,470,11011111,136,343,11111111
542,53,826,339,791,543,11011111,73,286,11111111
621,31,705,187,710,613,11111111,15,244,11111111
691,23,579,20,651,709,11111011,0,388,11111111
767,35,425,2,580,788,11111011,0,570,11111111
854,64,312,0,523,850,11111011,0,677,11111111
921,112,228,0,460,900,11111011,0,889,11111111
976,190,154,1,398,967,11111111,0,925,11111111
1023,293,101,44,339,1023,11011111,0,761,11111111
1023,368,81,330,268,1023,11011111,15,631,11111111
1023,446,67,453,42,1023,11011111,58,522,11111111
1023,552,63,508,31,1023,11111111,121,434,11111111
1023,635,62,549,0,1023,11111111,194,362,11111111
988,712,62,621,0,1000,11111011,251,306,11111111
931,796,63,656,0,955,11111011,327,257,11111111
846,879,80,701,41,895,11111011,410,215,11111111
753,948,140,712,90,825,11111111,476,182,11111111
661,1023,243,788,165,762,11111111,552,154,11111111
582,1023,368,805,276,693,11011111,644,133,11111111
503,1023,498,774,410,626,11011111,724,119,11111111
415,1023,627,786,567,558,11011111,771,686,11111111
338,1023,725,847,718,488,11011111,905,570,11111111
254,1023,788,815,787,414,11111111,967,473,11111111
177,1023,855,782,877,337,11111011,1022,397,11111111
102,972,921,731,939,264,11011011,1023,331,11111111
23,916,978,675,976,191,11011011,1023,277,11111111
0,841,1023,615,994,126,11011111,1023,234,11111111
0,722,1023,561,996,56,11111111,1015,902,11111111
0,538,1023,510,996,0,11111111,970,895,11111111
0,448,1023,498,996,0,11111111,904,741,11111111
0,343,1023,276,972,0,11111111,818,1014,11111111
0,273,1023,416,941,0,11111111,726,1022,11111111
0,219,1023,152,903,0,11111111,645,866,11111111
0,172,1020,93,862,0,11111111,541,719,11111111
12,135,969,342,791,0,11111111,310,592,11111111
75,95,910,25,704,32,11111111,253,495,11111111
161,54,807,258,638,94,11111111,180,408,11111111
243,31,653,176,553,168,10111111,115,343,11111111
329,27,485,1,394,274,10111101,50,288,11111111
411,52,338,20,331,385,10111101,9,240,11111111
479,92,246,327,275,467,10111101,0,206,11111111
557,133,197,348,159,536,10111101,0,173,11111111
642,208,142,425,70,622,10111101,0,917,11111111
716,290,102,451,42,707,10111101,0,1011,11111111
956,372,80,497,39,875,10111101,0,846,11111111
1023,476,65,450,0,924,10111101,0,702,11111111
1023,601,63,550,0,965,11111111,0,583,11111111
1023,713,63,611,0,1012,11111111,43,480,11111111
1023,805,62,676,0,1023,11111111,108,402,11111111
1023,876,74,716,66,1023,11111111,194,616,11111111
1023,950,123,694,124,1023,11111111,283,1019,11111111
1023,1022,226,807,234,1023,11111111,375,1022,11111111
1019,1023,418,791,591,1023,11111111,456,1022,11111111
956,1023,568,817,768,991,11111111,539,872,11111111
884,1023,676,839,867,938,11111101,606,719,11111111
801,1023,785,735,920,879,11111101,680,595,11111111
705,1020,846,713,954,811,10111101,773,521,11111111
613,989,890,678,974,738,10111101,863,431,11111111
536,961,933,681,986,664,10111101,934,362,11111111
455,918,975,605,993,596,10111101,987,299,11111111
373,881,996,536,996,530,10111101,1023,252,11111111
298,835,1023,534,995,459,10111101,1023,1022,11111111
222,737,1023,501,995,384,10111101,1023,1022,11111111
149,611,1023,286,984,309,10111101,1023,971,11111111
74,491,1023,411,946,236,11111111,1023,805,11111111
0,340,1023,318,901,171,11111111,988,669,11111111
0,272,1023,180,829,107,11111111,931,550,11111111
0,221,1023,329,761,45,11111111,862,457,11111111
0,171,996,21,686,0,11111111,772,384,11111111
0,125,953,1,581,0,11111111,671,321,11111111
0,80,886,0,478,0,11111101,559,266,11111111
0,53,799,162,362,0,11111101,474,227,11111111
0,30,646,361,148,0,11111101,403,194,11111111
0,30,469,282,51,0,10111101,335,165,11111111
40,54,348,449,44,0,10111101,265,142,11111111
147,105,241,475,42,48,10111101,63,123,11111111
220,182,159,509,33,106,10111101,0,513,11111111
291,277,113,539,0,184,10111101,0,1022,11111111
367,379,80,610,0,282,10111101,0,1021,11111111
433,483,65,676,0,393,10111101,0,1012,11111111
500,570,63,775,166,482,10111101,0,842,11111111
581,668,63,809,308,561,11111111,0,698,11111111
657,744,63,794,471,663,11111111,0,579,11111111
724,827,63,835,674,762,11111111,0,481,11111111
874,896,86,804,802,882,11111111,0,399,11111111
949,951,128,774,896,945,11111111,25,570,11111111
1023,1002,214,712,953,1021,11111111,77,730,11111111
1023,1023,343,706,980,1023,11111101,146,603,11111111
1023,1023,514,571,994,1023,11111101,231,567,11111111
1023,1023,598,469,995,1023,11111101,309,470,11111111
1023,1023,680,495,995,1023,11111101,374,392,11111111
1010,1023,748,436,964,994,11111101,441,330,11111111
964,1023,808,285,926,931,11111101,514,278,11111111
906,1023,841,361,879,860,11111101,596,235,11111111
826,998,903,20,672,779,11111101,680,198,11111111
743,947,970,2,583,702,11111101,734,167,11111111
655,882,1011,147,505,625,11111101,791,145,11111111
562,791,1023,1,422,550,11111101,868,123,11111111
469,607,1023,24,334,472,11111101,922,108,11111111
383,501,1023,332,252,393,11111101,952,94,11111111
302,390,1023,352,150,317,11111101,962,86,11111111
219,282,1023,389,95,244,10111101,962,77,11111111
140,239,1023,428,64,181,10111101,951,69,11111111
59,180,1016,455,41,117,10111101,928,62,11111111
0,125,951,530,1,54,10111101,886,57,11111111
0,80,891,591,0,0,10111101,824,53,11111111
0,49,796,706,0,0,10111101,750,59,11111111
0,33,689,714,47,0,10111101,650,53,11111111
0,26,547,688,106,0,11111111,554,59,11111111
0,45,390,782,159,0,11111111,506,58,11111111
0,84,265,930,261,0,11111111,468,55,11111111
0,145,192,812,359,0,11111111,445,59,11111111
53,228,134,779,578,0,11111111,409,53,11111111
144,323,93,803,706,29,11111111,379,57,11111111
226,424,73,862,766,82,11111111,357,53,11111111
292,518,63,686,766,144,11111111,357,59,11111111
366,602,63,669,753,236,11111111,357,52,11111111
434,699,63,731,752,322,11111111,357,60,11111111
495,793,63,664,749,405,11111111,357,54,11111111
557,874,81,637,718,491,11111111,357,53,11111111
695,937,128,625,716,673,11111111,357,56,11111111
761,1023,244,622,714,746,11111111,357,57,11111111
824,1023,520,620,641,815,11111111,357,55,11111111
893,1023,637,610,599,887,11111111,357,56,11111111
962,1023,703,621,591,947,11111111,357,60,11111111
1023,1023,779,570,520,1004,11111111,357,56,11111111
1023,974,790,570,520,1023,11111111,357,60,11111111
1023,882,790,570,520,1023,11111111,357,54,11111111
1023,752,744,570,520,1023,11111111,357,58,11111111
1023,607,643,570,520,1023,11111111,357,56,11111111
1017,582,605,570,520,1015,11111111,357,54,11111111
967,582,604,570,520,959,11111111,357,54,11111111
892,582,604,570,520,888,11111111,357,53,11111111
801,582,604,570,520,808,11111111,357,61,11111111
707,582,604,570,520,730,11111111,357,53,11111111
617,582,603,570,520,653,11111111,357,55,11111111
539,582,603,570,520,577,11111111,357,58,11111111
464,582,603,570,520,506,11111111,357,54,11111111
385,582,603,570,520,430,11111111,357,56,11111111
303,582,603,570,520,354,11111111,357,53,11111111
EF
